"haul","string","l","n_1","n_2","q_1","q_2"
1,"B",30,1,0,1,1
3,"C",33,1,0,1,1
3,"D",29,1,0,1,1
5,"B",43,0,1,1,1
9,"D",29,1,0,1,1
10,"D",33,0,1,1,1
18,"A",39,1,0,1,1
18,"B",35,1,1,1,1
18,"B",39,1,0,1,1
18,"C",38,1,1,1,1
18,"C",41,0,1,1,1
18,"D",36,0,1,1,1
