"","haul","string","l","n_1","n_2","q_1","q_2"
"836",19,"A",29,0,2,1,1
"837",19,"A",33,0,1,1,1
"838",19,"A",34,0,1,1,1
"839",19,"A",35,1,1,1,1
"840",19,"A",36,0,1,1,1
"841",19,"A",37,0,2,1,1
"842",19,"A",38,0,1,1,1
"843",19,"B",24,1,0,1,1
"844",19,"B",25,1,0,1,1
"845",19,"B",26,1,0,1,1
"846",19,"B",27,0,1,1,1
"847",19,"B",28,1,4,1,1
"848",19,"B",29,1,3,1,1
"849",19,"B",31,1,1,1,1
"850",19,"B",32,1,1,1,1
"851",19,"B",33,1,2,1,1
"852",19,"B",34,1,2,1,1
"853",19,"B",36,1,0,1,1
"854",19,"B",39,1,0,1,1
"855",19,"B",41,1,0,1,1
"856",19,"C",26,0,2,1,1
"857",19,"C",27,2,3,1,1
"858",19,"C",28,1,2,1,1
"859",19,"C",29,1,0,1,1
"860",19,"C",30,0,2,1,1
"861",19,"C",31,2,1,1,1
"862",19,"C",32,0,3,1,1
"863",19,"C",33,1,1,1,1
"864",19,"C",34,0,1,1,1
"865",19,"C",35,1,1,1,1
"866",19,"C",36,1,0,1,1
"867",19,"D",29,1,2,1,1
"868",19,"D",30,0,1,1,1
"869",19,"D",31,0,2,1,1
"870",19,"D",34,2,0,1,1
"871",19,"D",35,1,1,1,1
"872",19,"D",40,1,0,1,1
"873",20,"A",26,0,1,1,1
"874",20,"A",27,1,1,1,1
"875",20,"A",29,1,0,1,1
"876",20,"A",32,1,0,1,1
"877",20,"A",33,0,1,1,1
"878",20,"A",34,1,0,1,1
"879",20,"B",22,1,0,1,1
"880",20,"B",26,1,1,1,1
"881",20,"B",27,3,0,1,1
"882",20,"B",28,1,1,1,1
"883",20,"B",29,1,1,1,1
"884",20,"B",30,1,0,1,1
"885",20,"B",31,4,0,1,1
"886",20,"B",32,1,1,1,1
"887",20,"B",33,3,1,1,1
"888",20,"B",34,1,1,1,1
"889",20,"B",38,1,1,1,1
"890",20,"C",27,4,1,1,1
"891",20,"C",28,1,1,1,1
"892",20,"C",29,0,3,1,1
"893",20,"C",30,1,2,1,1
"894",20,"C",31,0,2,1,1
"895",20,"C",32,0,1,1,1
"896",20,"C",34,1,0,1,1
"897",20,"C",35,0,2,1,1
"898",20,"C",38,0,1,1,1
"899",20,"D",27,2,2,1,1
"900",20,"D",28,0,2,1,1
"901",20,"D",29,1,1,1,1
"902",20,"D",30,1,3,1,1
"903",20,"D",31,2,2,1,1
"904",20,"D",32,0,1,1,1
"905",20,"D",33,2,1,1,1
"906",20,"D",34,1,0,1,1
"907",20,"D",35,1,0,1,1
"908",20,"D",36,1,0,1,1
"909",20,"D",37,1,1,1,1
"910",20,"D",38,1,0,1,1
"911",20,"D",40,0,1,1,1
