"haul","string","l","n_1","n_2","q_1","q_2"
18,"D",38,0,1,1,1
18,"D",41,0,1,1,1
18,"D",42,1,0,1,1
18,"D",45,1,0,1,1
18,"D",47,0,1,1,1
